rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
61,GQA_111042356,gqa,111042356,2363481,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2363481.jpg,data/kaggle_datasets/GQA/images/2363481.jpg,Are there any benches or fences?,yes,Yes,No,Yes,No,True,True,True,False,ours_only_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
62,GQA_18951821,gqa,18951821,2363548,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2363548.jpg,data/kaggle_datasets/GQA/images/2363548.jpg,Is the man on the right or on the left side of the image?,left,Left,Right,Left,Right,True,True,True,False,ours_only_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
63,GQA_04763441,gqa,04763441,2398398,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2398398.jpg,data/kaggle_datasets/GQA/images/2398398.jpg,What is the image showing?,path,Path,Street,Path,Street,True,True,True,False,ours_only_recovery,global,query,place,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
64,GQA_05481736,gqa,05481736,2350116,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2350116.jpg,data/kaggle_datasets/GQA/images/2350116.jpg,On which side are the skis?,left,Left,Right,Left,Right,True,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
65,GQA_0331971,gqa,0331971,2394922,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2394922.jpg,data/kaggle_datasets/GQA/images/2394922.jpg,On which side is the silver plate?,right,Right,Left,Right,Left,True,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
66,GQA_17786365,gqa,17786365,2352226,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2352226.jpg,data/kaggle_datasets/GQA/images/2352226.jpg,What is the blue towel hanging on?,stove,Stove,Oven,Stove,Oven,True,True,True,False,ours_only_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
67,GQA_03472445,gqa,03472445,2363794,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2363794.jpg,data/kaggle_datasets/GQA/images/2363794.jpg,What color do you think the counter has?,white,White,Black,White,Black,True,True,True,False,ours_only_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
68,GQA_0348061,gqa,0348061,2376548,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2376548.jpg,data/kaggle_datasets/GQA/images/2376548.jpg,Which kind of fruit is on the plate?,apple,Apple,Grapes,Apple,Grapes,True,True,True,False,ours_only_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
69,GQA_03104844,gqa,03104844,2317561,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2317561.jpg,data/kaggle_datasets/GQA/images/2317561.jpg,Is the telephone to the left of a keyboard?,yes,Yes,No,Yes,No,True,True,True,False,ours_only_recovery,rel,verify,relVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
70,GQA_11283638,gqa,11283638,2355633,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2355633.jpg,data/kaggle_datasets/GQA/images/2355633.jpg,On which side of the photo is the cup?,right,Right,Left,Right,Left,True,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
71,GQA_14768956,gqa,14768956,2396253,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2396253.jpg,data/kaggle_datasets/GQA/images/2396253.jpg,Is the man to the left or to the right of the bike that is on the bench?,left,Left,Right,Left,Right,True,True,True,False,ours_only_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
72,GQA_15418555,gqa,15418555,2391000,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2391000.jpg,data/kaggle_datasets/GQA/images/2391000.jpg,What's the path covered with?,leaves,Leaves,Dirt,Leaves,Dirt,True,True,True,False,ours_only_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
73,GQA_16581340,gqa,16581340,2354077,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2354077.jpg,data/kaggle_datasets/GQA/images/2354077.jpg,Are there both beds and tables?,yes,Yes,No,Yes,No,True,True,True,False,ours_only_recovery,obj,logical,existAnd,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
74,POPE_adversarial_54,pope,adversarial_54,COCO_val2014_000000544456.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000544456.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000544456.jpg,Is there a snowboard in the image?,no,no,yes,no,yes,True,True,True,False,ours_only_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
75,GQA_06996662,gqa,06996662,2395942,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2395942.jpg,data/kaggle_datasets/GQA/images/2395942.jpg,Which color does the pillow in the top part of the image have?,blue,Blue,White,Blue,White,True,True,True,False,ours_only_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
76,POPE_adversarial_21,pope,adversarial_21,COCO_val2014_000000211674.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000211674.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000211674.jpg,Is there a potted plant in the image?,yes,yes,no,yes,no,True,True,True,False,ours_only_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
77,POPE_popular_21,pope,popular_21,COCO_val2014_000000211674.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000211674.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000211674.jpg,Is there a potted plant in the image?,yes,yes,no,yes,no,True,True,True,False,ours_only_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
78,POPE_random_20,pope,random_20,COCO_val2014_000000211674.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000211674.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000211674.jpg,Is there a potted plant in the image?,yes,yes,no,yes,no,True,True,True,False,ours_only_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
79,GQA_11714261,gqa,11714261,2394367,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2394367.jpg,data/kaggle_datasets/GQA/images/2394367.jpg,What item of furniture is to the left of the toilet?,drawer,Drawer,Bed,Drawer,Shelf,True,True,True,False,ours_only_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
80,GQA_0820641,gqa,0820641,2331803,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2331803.jpg,data/kaggle_datasets/GQA/images/2331803.jpg,Where is the woman?,hill,Hill,Beach,Hill,Beach,True,True,True,False,ours_only_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
81,GQA_07949285,gqa,07949285,2348437,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2348437.jpg,data/kaggle_datasets/GQA/images/2348437.jpg,What is under the sink that looks white?,trash can,Trash can,Pipe,Trash can,Pipe,True,True,True,False,ours_only_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
82,GQA_10518347,gqa,10518347,2413942,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2413942.jpg,data/kaggle_datasets/GQA/images/2413942.jpg,What is the device that the young person is holding?,cell phone,Cell phone,Phone,Cell phone,Phone,True,True,True,False,ours_only_recovery,rel,query,categoryRelO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
83,GQA_02205440,gqa,02205440,2722,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2722.jpg,data/kaggle_datasets/GQA/images/2722.jpg,On which side of the image is the man?,left,Left,Right,Left,Right,True,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
84,GQA_01878378,gqa,01878378,2343120,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2343120.jpg,data/kaggle_datasets/GQA/images/2343120.jpg,On which side of the picture is the gorilla?,right,Right,Left,Right,Left,True,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
85,GQA_16196419,gqa,16196419,2388870,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2388870.jpg,data/kaggle_datasets/GQA/images/2388870.jpg,Which kind of device is it?,screen,Screen,Phone,Screen,Camera,True,True,True,False,ours_only_recovery,cat,query,category,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
86,GQA_06122733,gqa,06122733,2395059,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2395059.jpg,data/kaggle_datasets/GQA/images/2395059.jpg,What device is in the drawer?,keyboard,Computer,Laptop,Keyboard,Computer,False,True,True,False,ours_only_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
87,POPE_adversarial_358,pope,adversarial_358,COCO_val2014_000000192660.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000192660.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000192660.jpg,Is there a cup in the image?,no,yes,yes,no,yes,False,True,True,False,ours_only_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
88,POPE_popular_360,pope,popular_360,COCO_val2014_000000192660.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000192660.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000192660.jpg,Is there a cup in the image?,no,yes,yes,no,yes,False,True,True,False,ours_only_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
89,POPE_random_342,pope,random_342,COCO_val2014_000000192660.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000192660.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000192660.jpg,Is there a backpack in the image?,no,yes,yes,no,yes,False,True,True,False,ours_only_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
90,GQA_111008682,gqa,111008682,2317588,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2317588.jpg,data/kaggle_datasets/GQA/images/2317588.jpg,On which side is the curtain?,left,Right,Right,Left,Right,False,True,True,False,ours_only_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
91,GQA_00364759,gqa,00364759,2367770,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2367770.jpg,data/kaggle_datasets/GQA/images/2367770.jpg,What is under the food with the icing?,paper,Napkin,Cup,Paper,Napkin,False,True,True,False,ours_only_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
92,GQA_12334219,gqa,12334219,2320242,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2320242.jpg,data/kaggle_datasets/GQA/images/2320242.jpg,The man to the left of the person wears what?,shirt,Glasses,Glasses,Shirt,Glasses,False,True,True,False,ours_only_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
93,GQA_04781051,gqa,04781051,2389455,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2389455.jpg,data/kaggle_datasets/GQA/images/2389455.jpg,Are there any chairs at the counter?,no,Yes,Yes,No,Yes,False,True,True,False,ours_only_recovery,rel,verify,existRelSC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
94,GQA_00883150,gqa,00883150,2355234,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2355234.jpg,data/kaggle_datasets/GQA/images/2355234.jpg,Is the vase to the left or to the right of the pillow in the middle of the picture?,right,Left,Left,Right,Left,False,True,True,False,ours_only_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
95,GQA_02309173,gqa,02309173,2336064,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2336064.jpg,data/kaggle_datasets/GQA/images/2336064.jpg,"On which side of the photo is the screen, the right or the left?",left,Right,Right,Left,Right,False,True,True,False,ours_only_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
96,GQA_06587004,gqa,06587004,21,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/21.jpg,data/kaggle_datasets/GQA/images/21.jpg,What is the woman doing?,pointing,Reading,Reading,Pointing,Reading,False,True,True,False,ours_only_recovery,attr,query,activity,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
